Raw Data 		Experiment - 20210106 CF07 JW (Run on LightScanner 32 1.0.0.33)
SamplePos	SampleName	Prog#	Seg#	Cycle#	Time	Temp	470-530	470-640	470-705	
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
1	NTC	1	1	1	0	0.0000	0.0000	0.0000	0.0000
